source,destination,airplane type,time
San Francisco International Airport,Orlando International Airport,Boeing 747-400,349.81113541204866
San Francisco International Airport,Miami International Airport,Boeing 737-600,362.43547164345244
San Francisco International Airport,Miami International Airport,Boeing 767-800,362.43547164345244
San Francisco International Airport,Miami International Airport,Airbus A200-100,384.98600566742846
San Francisco International Airport,Miami International Airport,Airbus A220-300,384.98600566742846
San Francisco International Airport,Miami International Airport,Boeing 747-400,365.95663580210817
San Francisco International Airport,Charlotte Douglas International Airport,Boeing 737-600,329.38461676059694
San Francisco International Airport,Charlotte Douglas International Airport,Boeing 767-800,329.38461676059694
San Francisco International Airport,Charlotte Douglas International Airport,Airbus A200-100,349.02850445594237
San Francisco International Airport,Charlotte Douglas International Airport,Airbus A220-300,349.02850445594237
San Francisco International Airport,Charlotte Douglas International Airport,Boeing 747-400,332.44927739877124
San Francisco International Airport,Seattle-Tacoma International Airport,Boeing 737-600,141.84170634820558
San Francisco International Airport,Seattle-Tacoma International Airport,Boeing 767-800,141.84170634820558
San Francisco International Airport,Seattle-Tacoma International Airport,Airbus A200-100,145.83975317105586
San Francisco International Airport,Seattle-Tacoma International Airport,Airbus A220-300,145.83975317105586
San Francisco International Airport,Seattle-Tacoma International Airport,Boeing 747-400,142.4491084720455
San Francisco International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,138.65454536964734
San Francisco International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,138.65454536964734
San Francisco International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,142.37229839102363
San Francisco International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,142.37229839102363
San Francisco International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,139.21792593300995
San Francisco International Airport,Newark Liberty International Airport,Boeing 737-600,359.81963792781846
San Francisco International Airport,Newark Liberty International Airport,Boeing 767-800,359.81963792781846
San Francisco International Airport,Newark Liberty International Airport,Airbus A200-100,382.1401233345104
San Francisco International Airport,Newark Liberty International Airport,Airbus A220-300,382.1401233345104
San Francisco International Airport,Newark Liberty International Airport,Boeing 747-400,363.3046717865344
San Francisco International Airport,George Bush Intercontinental Airport,Boeing 737-600,255.0669034540116
San Francisco International Airport,George Bush Intercontinental Airport,Boeing 767-800,255.0669034540116
San Francisco International Airport,George Bush Intercontinental Airport,Airbus A200-100,268.174944821011
San Francisco International Airport,George Bush Intercontinental Airport,Airbus A220-300,268.174944821011
San Francisco International Airport,George Bush Intercontinental Airport,Boeing 747-400,257.10507633933247
San Francisco International Airport,Logan International Airport,Boeing 737-600,375.6182089922135
San Francisco International Airport,Logan International Airport,Boeing 767-800,375.6182089922135
San Francisco International Airport,Logan International Airport,Airbus A200-100,399.3280944233434
San Francisco International Airport,Logan International Airport,Airbus A220-300,399.3280944233434
San Francisco International Airport,Logan International Airport,Boeing 747-400,379.3214551584489
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,362.1780061612944
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,362.1780061612944
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,384.7058974699422
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,384.7058974699422
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,365.6956141668817
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,249.8503284442519
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,249.8503284442519
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,262.4995998746223
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,262.4995998746223
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,251.81644918855403
San Francisco International Airport,LaGuardia Airport,Boeing 737-600,361.46320034146044
San Francisco International Airport,LaGuardia Airport,Boeing 767-800,361.46320034146044
San Francisco International Airport,LaGuardia Airport,Airbus A200-100,383.9282282924351
San Francisco International Airport,LaGuardia Airport,Airbus A220-300,383.9282282924351
San Francisco International Airport,LaGuardia Airport,Boeing 747-400,364.97093533848647
San Francisco International Airport,Detroit Metropolitan Airport,Boeing 737-600,304.825652479343
San Francisco International Airport,Detroit Metropolitan Airport,Boeing 767-800,304.825652479343
San Francisco International Airport,Detroit Metropolitan Airport,Airbus A200-100,322.3097103120089
San Francisco International Airport,Detroit Metropolitan Airport,Airbus A220-300,322.3097103120089
San Francisco International Airport,Detroit Metropolitan Airport,Boeing 747-400,307.5511009036878
San Francisco International Airport,Philadelphia International Airport,Boeing 737-600,354.86045009543665
San Francisco International Airport,Philadelphia International Airport,Boeing 767-800,354.86045009543665
San Francisco International Airport,Philadelphia International Airport,Airbus A200-100,376.7448013943401
San Francisco International Airport,Philadelphia International Airport,Airbus A220-300,376.7448013943401
San Francisco International Airport,Philadelphia International Airport,Boeing 747-400,358.27698688464466
San Francisco International Airport,Salt Lake City International Airport,Boeing 737-600,132.80918967103545
San Francisco International Airport,Salt Lake City International Airport,Boeing 767-800,132.80918967103545
San Francisco International Airport,Salt Lake City International Airport,Airbus A200-100,136.012874849352
San Francisco International Airport,Salt Lake City International Airport,Airbus A220-300,136.012874849352
San Francisco International Airport,Salt Lake City International Airport,Boeing 747-400,133.2918332772349
San Francisco International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,345.9073388779681
San Francisco International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,345.9073388779681
San Francisco International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,367.0043118188135
San Francisco International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,367.0043118188135
San Francisco International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,349.20021391002876
San Francisco International Airport,San Diego International Airport,Boeing 737-600,116.12820458486495
San Francisco International Airport,San Diego International Airport,Boeing 767-800,116.12820458486495
San Francisco International Airport,San Diego International Airport,Airbus A200-100,117.86488613406176
San Francisco International Airport,San Diego International Airport,Airbus A220-300,117.86488613406176
San Francisco International Airport,San Diego International Airport,Boeing 747-400,116.38044784457034
San Francisco International Airport,Baltimore/Washington International Airport,Boeing 737-600,347.5692441347099
San Francisco International Airport,Baltimore/Washington International Airport,Boeing 767-800,347.5692441347099
San Francisco International Airport,Baltimore/Washington International Airport,Airbus A200-100,368.81237277501185
San Francisco International Airport,Baltimore/Washington International Airport,Airbus A220-300,368.81237277501185
San Francisco International Airport,Baltimore/Washington International Airport,Boeing 747-400,350.885073659267
San Francisco International Airport,Tampa International Airport,Boeing 737-600,340.49576757736105
San Francisco International Airport,Tampa International Airport,Boeing 767-800,340.49576757736105
San Francisco International Airport,Tampa International Airport,Airbus A200-100,361.1168216982914
San Francisco International Airport,Tampa International Airport,Airbus A220-300,361.1168216982914
San Francisco International Airport,Tampa International Airport,Boeing 747-400,343.7138971494686
San Francisco International Airport,Austin-Bergstrom International Airport,Boeing 737-600,240.38603564078704
San Francisco International Airport,Austin-Bergstrom International Airport,Boeing 767-800,240.38603564078704
San Francisco International Airport,Austin-Bergstrom International Airport,Airbus A200-100,252.20297302025983
San Francisco International Airport,Austin-Bergstrom International Airport,Airbus A220-300,252.20297302025983
San Francisco International Airport,Austin-Bergstrom International Airport,Boeing 747-400,242.2214341087982
San Francisco International Airport,Washington Dulles International Airport,Boeing 737-600,343.2406534274209
San Francisco International Airport,Washington Dulles International Airport,Boeing 767-800,343.2406534274209
San Francisco International Airport,Washington Dulles International Airport,Airbus A200-100,364.10310561224
San Francisco International Airport,Washington Dulles International Airport,Airbus A220-300,364.10310561224
San Francisco International Airport,Washington Dulles International Airport,Boeing 747-400,346.49669578751264
San Francisco International Airport,Nashville International Airport,Boeing 737-600,292.41717141438477
San Francisco International Airport,Nashville International Airport,Boeing 767-800,292.41717141438477
San Francisco International Airport,Nashville International Airport,Airbus A200-100,308.80996954865026
San Francisco International Airport,Nashville International Airport,Airbus A220-300,308.80996954865026
San Francisco International Airport,Nashville International Airport,Boeing 747-400,294.97123197871633
San Francisco International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,709.5192314004821
San Francisco International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,709.5192314004821
San Francisco International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,762.5939300671217
San Francisco International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,762.5939300671217
San Francisco International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,717.8343701414173
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,144.8181861453374
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,144.8181861453374
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,148.90210915588014
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,148.90210915588014
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,145.439075559193
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Boeing 737-600,86.66318777647338
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Boeing 767-800,86.66318777647338
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Airbus A200-100,86.48024636894179
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Airbus A220-300,86.48024636894179
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Boeing 747-400,86.61394453294933
George Bush Intercontinental Airport,Denver International Airport,Boeing 737-600,162.90353504820257
George Bush Intercontinental Airport,Denver International Airport,Boeing 767-800,162.90353504820257
George Bush Intercontinental Airport,Denver International Airport,Airbus A200-100,168.5779679919024
George Bush Intercontinental Airport,Denver International Airport,Airbus A220-300,168.5779679919024
George Bush Intercontinental Airport,Denver International Airport,Boeing 747-400,163.77422209883804
George Bush Intercontinental Airport,O'Hare International Airport,Boeing 737-600,171.5325355515381
George Bush Intercontinental Airport,O'Hare International Airport,Boeing 767-800,171.5325355515381
George Bush Intercontinental Airport,O'Hare International Airport,Airbus A200-100,177.93864607013603
George Bush Intercontinental Airport,O'Hare International Airport,Airbus A220-300,177.93864607013603
George Bush Intercontinental Airport,O'Hare International Airport,Boeing 747-400,172.5181362693467
George Bush Intercontinental Airport,Los Angeles International Airport,Boeing 737-600,216.48759164311895
George Bush Intercontinental Airport,Los Angeles International Airport,Boeing 767-800,216.48759164311895
George Bush Intercontinental Airport,Los Angeles International Airport,Airbus A200-100,227.05034576957328
George Bush Intercontinental Airport,Los Angeles International Airport,Airbus A220-300,227.05034576957328
George Bush Intercontinental Airport,Los Angeles International Airport,Boeing 747-400,218.126014282082
George Bush Intercontinental Airport,John F. Kennedy International Airport,Boeing 737-600,223.85227926674855
George Bush Intercontinental Airport,John F. Kennedy International Airport,Boeing 767-800,223.85227926674855
George Bush Intercontinental Airport,John F. Kennedy International Airport,Airbus A200-100,235.0627183719608
George Bush Intercontinental Airport,John F. Kennedy International Airport,Airbus A220-300,235.0627183719608
George Bush Intercontinental Airport,John F. Kennedy International Airport,Boeing 747-400,225.59242411045784
George Bush Intercontinental Airport,Harry Reid International Airport,Boeing 737-600,199.5735060446636
George Bush Intercontinental Airport,Harry Reid International Airport,Boeing 767-800,199.5735060446636
George Bush Intercontinental Airport,Harry Reid International Airport,Airbus A200-100,208.6487565957597
George Bush Intercontinental Airport,Harry Reid International Airport,Airbus A220-300,208.6487565957597
George Bush Intercontinental Airport,Harry Reid International Airport,Boeing 747-400,200.97830871679713
George Bush Intercontinental Airport,Orlando International Airport,Boeing 737-600,161.08960941831083
George Bush Intercontinental Airport,Orlando International Airport,Boeing 767-800,161.08960941831083
George Bush Intercontinental Airport,Orlando International Airport,Airbus A200-100,166.78040660997476
George Bush Intercontinental Airport,Orlando International Airport,Airbus A220-300,166.78040660997476
George Bush Intercontinental Airport,Orlando International Airport,Boeing 747-400,161.96286655693123
George Bush Intercontinental Airport,Miami International Airport,Boeing 737-600,173.4282097749948
George Bush Intercontinental Airport,Miami International Airport,Boeing 767-800,173.4282097749948
George Bush Intercontinental Airport,Miami International Airport,Airbus A200-100,180.2041210296477
George Bush Intercontinental Airport,Miami International Airport,Airbus A220-300,180.2041210296477
George Bush Intercontinental Airport,Miami International Airport,Boeing 747-400,174.47188957047547
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Boeing 737-600,167.58028162836723
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Boeing 767-800,167.58028162836723
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Airbus A200-100,173.84189880688393
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Airbus A220-300,173.84189880688393
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Boeing 747-400,168.54318893563482
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Boeing 737-600,276.45159694168007
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Boeing 767-800,276.45159694168007
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Airbus A200-100,291.4403079928717
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Airbus A220-300,291.4403079928717
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Boeing 747-400,278.785138521582
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,176.65181027822638
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,176.65181027822638
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,183.71121999610813
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,183.71121999610813
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,177.7400149425362
George Bush Intercontinental Airport,Newark Liberty International Airport,Boeing 737-600,221.91598593311681
George Bush Intercontinental Airport,Newark Liberty International Airport,Boeing 767-800,221.91598593311681
George Bush Intercontinental Airport,Newark Liberty International Airport,Airbus A200-100,232.9561383716362
George Bush Intercontinental Airport,Newark Liberty International Airport,Airbus A220-300,232.9561383716362
George Bush Intercontinental Airport,Newark Liberty International Airport,Boeing 747-400,223.6293863937649
George Bush Intercontinental Airport,San Francisco International Airport,Boeing 737-600,250.83377855933537
George Bush Intercontinental Airport,San Francisco International Airport,Boeing 767-800,250.83377855933537
George Bush Intercontinental Airport,San Francisco International Airport,Airbus A200-100,263.56953917966865
George Bush Intercontinental Airport,San Francisco International Airport,Airbus A220-300,263.56953917966865
George Bush Intercontinental Airport,San Francisco International Airport,Boeing 747-400,252.81348286876297
George Bush Intercontinental Airport,Logan International Airport,Boeing 737-600,250.8499687195211
George Bush Intercontinental Airport,Logan International Airport,Boeing 767-800,250.8499687195211
George Bush Intercontinental Airport,Logan International Airport,Airbus A200-100,263.5871531780525
George Bush Intercontinental Airport,Logan International Airport,Airbus A220-300,263.5871531780525
George Bush Intercontinental Airport,Logan International Airport,Boeing 747-400,252.8298966499457
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,173.51777842747086
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,173.51777842747086
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,180.30156676717354
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,180.30156676717354
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,174.56269535903544
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,181.4368391876145
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,181.4368391876145
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,188.917066665314
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,188.917066665314
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,182.59113541144626
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 737-600,223.77934542895048
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 767-800,223.77934542895048
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A200-100,234.98337039230105
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A220-300,234.98337039230105
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 747-400,225.51848289920952
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 737-600,185.85755902265845
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 767-800,185.85755902265845
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A200-100,193.7265652210288
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A220-300,193.7265652210288
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 747-400,187.07291491272008
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 737-600,213.5102006068162
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 767-800,213.5102006068162
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A200-100,223.81110907889214
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A220-300,223.81110907889214
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 747-400,215.10749906019493
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 737-600,196.89473845438158
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 767-800,196.89473845438158
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A200-100,205.73440568973155
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A220-300,205.73440568973155
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 747-400,198.26254157416315
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 737-600,200.4592760746453
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 767-800,200.4592760746453
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A200-100,209.6124253734374
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A220-300,209.6124253734374
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 747-400,201.87631313945812
George Bush Intercontinental Airport,San Diego International Airport,Boeing 737-600,208.38809335777808
George Bush Intercontinental Airport,San Diego International Airport,Boeing 767-800,208.38809335777808
George Bush Intercontinental Airport,San Diego International Airport,Airbus A200-100,218.2385398287034
George Bush Intercontinental Airport,San Diego International Airport,Airbus A220-300,218.2385398287034
George Bush Intercontinental Airport,San Diego International Airport,Boeing 747-400,209.91464447346294
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 737-600,203.54668872906586
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 767-800,203.54668872906586
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A200-100,212.971359496478
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A220-300,212.971359496478
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 747-400,205.00636961507234
George Bush Intercontinental Airport,Tampa International Airport,Boeing 737-600,153.73295979959065
George Bush Intercontinental Airport,Tampa International Airport,Boeing 767-800,153.73295979959065
George Bush Intercontinental Airport,Tampa International Airport,Airbus A200-100,158.77677891213784
George Bush Intercontinental Airport,Tampa International Airport,Airbus A220-300,158.77677891213784
George Bush Intercontinental Airport,Tampa International Airport,Boeing 747-400,154.50460575563204
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Boeing 737-600,53.1974960023467
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Boeing 767-800,53.1974960023467
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Airbus A200-100,51.09487227845193
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Airbus A220-300,51.09487227845193
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Boeing 747-400,52.8467569328621
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 737-600,198.52624819367088
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 767-800,198.52624819367088
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A200-100,207.50939800490696
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A220-300,207.50939800490696
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 747-400,199.91658597835976
George Bush Intercontinental Airport,Nashville International Airport,Boeing 737-600,139.29529084883316
George Bush Intercontinental Airport,Nashville International Airport,Boeing 767-800,139.29529084883316
George Bush Intercontinental Airport,Nashville International Airport,Airbus A200-100,143.06939401610623
George Bush Intercontinental Airport,Nashville International Airport,Airbus A220-300,143.06939401610623
George Bush Intercontinental Airport,Nashville International Airport,Boeing 747-400,139.86752148787514
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 737-600,644.10129882351
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 767-800,644.10129882351
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A200-100,691.4228393880246
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A220-300,691.4228393880246
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 747-400,651.5128749597908
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,171.9931727219689
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,171.9931727219689
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,178.46699079705726
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,178.46699079705726
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,172.98940725428622
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,245.0021733009624
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,245.0021733009624
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,257.04918602801973
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,257.04918602801973
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,246.87370626704225
Logan International Airport,Denver International Airport,Boeing 737-600,265.38184139433037
Logan International Airport,Denver International Airport,Boeing 767-800,265.38184139433037
Logan International Airport,Denver International Airport,Airbus A200-100,279.22113718493495
Logan International Airport,Denver International Airport,Airbus A220-300,279.22113718493495
Logan International Airport,Denver International Airport,Boeing 747-400,267.5348614887717
Logan International Airport,O'Hare International Airport,Boeing 737-600,163.52334426583167
Logan International Airport,O'Hare International Airport,Boeing 767-800,163.52334426583167
Logan International Airport,O'Hare International Airport,Airbus A200-100,169.22508914764313
Logan International Airport,O'Hare International Airport,Airbus A220-300,169.22508914764313
Logan International Airport,O'Hare International Airport,Boeing 747-400,164.39832079461115
Logan International Airport,Los Angeles International Airport,Boeing 737-600,354.31944848790334
Logan International Airport,Los Angeles International Airport,Boeing 767-800,354.31944848790334
Logan International Airport,Los Angeles International Airport,Airbus A200-100,376.15622158219173
Logan International Airport,Los Angeles International Airport,Airbus A220-300,376.15622158219173
Logan International Airport,Los Angeles International Airport,Boeing 747-400,357.7285128792173
Logan International Airport,John F. Kennedy International Airport,Boeing 737-600,73.67513989430728
Logan International Airport,John F. Kennedy International Airport,Boeing 767-800,73.67513989430728
Logan International Airport,John F. Kennedy International Airport,Airbus A200-100,73.37341568265013
Logan International Airport,John F. Kennedy International Airport,Airbus A220-300,73.37341568265013
Logan International Airport,John F. Kennedy International Airport,Boeing 747-400,73.60724121007074
Logan International Airport,Harry Reid International Airport,Boeing 737-600,329.9411838104702
Logan International Airport,Harry Reid International Airport,Boeing 767-800,329.9411838104702
Logan International Airport,Harry Reid International Airport,Airbus A200-100,349.6340186080278
Logan International Airport,Harry Reid International Airport,Airbus A220-300,349.6340186080278
Logan International Airport,Harry Reid International Airport,Boeing 747-400,333.0135318388361
Logan International Airport,Orlando International Airport,Boeing 737-600,189.13621838280883
Logan International Airport,Orlando International Airport,Boeing 767-800,189.13621838280883
Logan International Airport,Orlando International Airport,Airbus A200-100,197.29356517708175
Logan International Airport,Orlando International Airport,Airbus A220-300,197.29356517708175
Logan International Airport,Orlando International Airport,Boeing 747-400,190.39685962314883
Logan International Airport,Miami International Airport,Boeing 737-600,203.96108781009937
Logan International Airport,Miami International Airport,Boeing 767-800,203.96108781009937
Logan International Airport,Miami International Airport,Airbus A200-100,213.422202765468
Logan International Airport,Miami International Airport,Airbus A220-300,213.422202765468
Logan International Airport,Miami International Airport,Boeing 747-400,205.42649244031907
Logan International Airport,Charlotte Douglas International Airport,Boeing 737-600,146.36960166411566
Logan International Airport,Charlotte Douglas International Airport,Boeing 767-800,146.36960166411566
Logan International Airport,Charlotte Douglas International Airport,Airbus A200-100,150.76585271929403
Logan International Airport,Charlotte Douglas International Airport,Airbus A220-300,150.76585271929403
Logan International Airport,Charlotte Douglas International Airport,Boeing 747-400,147.03954377850684
Logan International Airport,Seattle-Tacoma International Airport,Boeing 737-600,341.9989244945489
Logan International Airport,Seattle-Tacoma International Airport,Boeing 767-800,341.9989244945489
Logan International Airport,Seattle-Tacoma International Airport,Airbus A200-100,362.7521732455482
Logan International Airport,Seattle-Tacoma International Airport,Airbus A220-300,362.7521732455482
Logan International Airport,Seattle-Tacoma International Airport,Boeing 747-400,345.2378159025292
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,321.4651515815073
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,321.4651515815073
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,340.41256457236756
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,340.41256457236756
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,324.42042734151744
Logan International Airport,Newark Liberty International Airport,Boeing 737-600,82.04810215596169
Logan International Airport,Newark Liberty International Airport,Boeing 767-800,82.04810215596169
Logan International Airport,Newark Liberty International Airport,Airbus A200-100,81.63517792212028
Logan International Airport,Newark Liberty International Airport,Airbus A220-300,81.63517792212028
Logan International Airport,Newark Liberty International Airport,Boeing 747-400,81.9627389453035
Logan International Airport,San Francisco International Airport,Boeing 737-600,364.05986356074607
Logan International Airport,San Francisco International Airport,Boeing 767-800,364.05986356074607
Logan International Airport,San Francisco International Airport,Airbus A200-100,386.7532541861442
Logan International Airport,San Francisco International Airport,Airbus A220-300,386.7532541861442
Logan International Airport,San Francisco International Airport,Boeing 747-400,367.6034640718507
Logan International Airport,George Bush Intercontinental Airport,Boeing 737-600,246.80932360248187
Logan International Airport,George Bush Intercontinental Airport,Boeing 767-800,246.80932360248187
Logan International Airport,George Bush Intercontinental Airport,Airbus A200-100,259.19115488372427
Logan International Airport,George Bush Intercontinental Airport,Airbus A220-300,259.19115488372427
Logan International Airport,George Bush Intercontinental Airport,Boeing 747-400,248.73344151747776
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,201.71023730892924
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,201.71023730892924
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,210.97340197318704
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,210.97340197318704
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,203.14455284382888
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,188.9167908200714
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,188.9167908200714
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,197.05484013106013
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,197.05484013106013
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,190.17440129297026
Logan International Airport,LaGuardia Airport,Boeing 737-600,73.46442655514666
Logan International Airport,LaGuardia Airport,Boeing 767-800,73.46442655514666
Logan International Airport,LaGuardia Airport,Airbus A200-100,73.14417122967006
Logan International Airport,LaGuardia Airport,Airbus A220-300,73.14417122967006
Logan International Airport,LaGuardia Airport,Boeing 747-400,73.3936174656731
